id,title,ingredients,directions,link,source,NER,site,cuisine_id
169227,Zucchini Relish,"[""10 c. ground zucchini, do not peel"", ""4 c. onions, cut-up"", ""4 Tbsp. coarse salt"", ""2 1/2 c. white vinegar"", ""1 Tbsp. each: nutmeg, dry mustard, turmeric, cornstarch"", ""4 1/2 c. sugar"", ""1/2 tsp. pepper"", ""1 red and 1 green pepper""]","[""Put zucchini, onion and salt in large bowl and mix well."", ""Let stand overnight."", ""Drain and rinse in cold water; drain again."", ""Put mixture in a large kettle with remaining ingredients."", ""Bring to a boil and simmer, uncovered, stirring occasionally for 30 minutes. Pour into jars and seal."", ""Process in boiling water bath for 5 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=169227,Gathered,"[""coarse salt"", ""sugar"", ""pepper"", ""nutmeg"", ""white vinegar"", ""onions"", ""red"", ""ground zucchini""]",www.cookbooks.com,4
171556,White Clam Sauce,"[""2 cans chopped or minced clams"", ""1/4 to 1/2 c. reserved clam juice"", ""1 large clove minced garlic"", ""2 Tbsp. olive oil"", ""1/4 c. chopped parsley"", ""salt and pepper to taste"", ""grated Parmesan cheese"", ""pasta of choice""]","[""In a hurry?"", ""Need a quick, low-fat dinner?"", ""Try this.""]",www.cookbooks.com/Recipe-Details.aspx?id=171556,Gathered,"[""clams"", ""pasta"", ""parmesan cheese"", ""clam juice"", ""parsley"", ""garlic"", ""olive oil"", ""salt""]",www.cookbooks.com,3
171842,Soy Vinaigrette(Nuoc Xi Dau Giam),"[""1 clove garlic, minced"", ""1/2 tsp. ginger, peeled and minced"", ""2 Tbsp. sugar"", ""3 Tbsp. soy sauce"", ""2 Tbsp. red wine vinegar"", ""1/4 c. water"", ""1/4 tsp. ground black pepper"", ""2 Tbsp. vegetable oil""]","[""In a jar, combine all the ingredients and shake well. Dressing will keep in the refrigerator for up to 2 weeks."", ""Makes about 3/4 cup.""]",www.cookbooks.com/Recipe-Details.aspx?id=171842,Gathered,"[""red wine vinegar"", ""sugar"", ""ginger"", ""soy sauce"", ""water"", ""clove garlic"", ""ground black pepper"", ""vegetable oil""]",www.cookbooks.com,2
173205,Chicken Wings,"[""1 pkg. chicken wings"", ""1 c. sugar"", ""1 c. soy sauce"", ""1 1/2 tsp. ginger"", ""1/4 tsp. pepper"", ""1/4 tsp. m.s.g."", ""1/2 c. chopped green onion""]","[""Mix all ingredients with chicken wings and marinate in refrigerator overnight."", ""Bake in uncovered pan in single layers at 325\u00b0 for 1 1/2 hours."", ""Stir midway through.""]",www.cookbooks.com/Recipe-Details.aspx?id=173205,Gathered,"[""sugar"", ""pepper"", ""ginger"", ""soy sauce"", ""green onion"", ""chicken""]",www.cookbooks.com,2
175293,Seafood Coquilles,"[""1 (12 oz.) pkg. scallops, thawed, drained and quartered"", ""1 (12 oz.) pkg. cooked shrimp, thawed and drained"", ""1 (10 oz.) can sliced mushrooms, drained"", ""2 (10 oz. each) cans condensed cream of shrimp soup"", ""1 Tbsp. grated lemon peel"", ""1 Tbsp. chopped chives"", ""grated Parmesan cheese or French fried onion rings""]","[""Heat oven to 400\u00b0."", ""Mix all ingredients, except cheese."", ""Place about 1 cup mixture in each of 5 or 6 baking shells."", ""Place on baking sheet and bake for 15 minutes."", ""Remove from oven and top shells with cheese."", ""Bake 2 to 3 minutes longer.""]",www.cookbooks.com/Recipe-Details.aspx?id=175293,Gathered,"[""condensed cream"", ""parmesan cheese"", ""mushrooms"", ""shrimp"", ""chives""]",www.cookbooks.com,3
177508,London Broil,"[""2 1/2 lb. flank steak"", ""2 Tbsp. sherry"", ""2 Tbsp. soy sauce"", ""1 Tbsp. sugar"", ""1/2 tsp. salt"", ""1 tsp. cinnamon""]","[""Score both sides of the flank steak."", ""Mix all of the ingredients together."", ""Place the flank steak in a flat pan."", ""Pour the mixture over the meat."", ""Let it marinate in the refrigerator for at least 1 1/2 hours."", ""Broil about 4 inches from heat about 10 minutes on each side."", ""Cut diagonally across the grain in very thin slices."", ""Serves 6 to 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=177508,Gathered,"[""sugar"", ""soy sauce"", ""cinnamon"", ""flank steak"", ""sherry"", ""salt""]",www.cookbooks.com,2
179313,Tacorino Dip,"[""1 can bean with bacon soup (Campbell's)"", ""1 small can mild, chopped chilies"", ""1 chopped tomato"", ""1 chopped onion or to taste"", ""1 (3 oz.) pkg. Philadelphia cream cheese (you may use the light for less calories and less fat)"", ""chopped ripe olives (optional)"", ""broken pieces crisp bacon (optional)"", ""shredded Cheddar or Monterey Jack cheese (optional)"", ""salsa sauce (optional)""]","[""Blend all ingredients by hand."", ""Chill and serve with snack crackers, tortilla chips or Fritos.""]",www.cookbooks.com/Recipe-Details.aspx?id=179313,Gathered,"[""tomato"", ""bacon"", ""onion"", ""bean with bacon soup"", ""chilies"", ""philadelphia cream cheese"", ""cheese"", ""olives"", ""salsa sauce""]",www.cookbooks.com,1
181212,Two Potato Bake,"[""4 c. peeled, thinly sliced sweet potatoes (about 1 1/4 lb. divided)"", ""4 c. peeled, thinly sliced round red potatoes (about 1 1/4 lb. divided)"", ""2 Tbsp. minced fresh onion"", ""3 Tbsp. oleo, melted and divided"", ""1/2 tsp. salt, divided"", ""3/4 c. skim milk"", ""2 Tbsp. minced fresh parsley"", ""2 Tbsp. grated fresh Parmesan cheese""]","[""Coat an 11 x 13 x 2-inch baking dish with vegetable cooking spray."", ""Layer 2 cups sweet potatoes in half of dish."", ""Layer 2 cups of red potatoes in other half."", ""Sprinkle evenly with onion. Drizzle with 1 1/2 tablespoons of oleo."", ""Sprinkle with 1/4 teaspoon of salt and 1/8 teaspoon of pepper."", ""Repeat procedure with remaining potatoes, oleo, salt and pepper.""]",www.cookbooks.com/Recipe-Details.aspx?id=181212,Gathered,"[""oleo"", ""fresh onion"", ""parmesan cheese"", ""red potatoes"", ""milk"", ""sweet potatoes"", ""parsley"", ""salt""]",www.cookbooks.com,3
184500,Tam'S Taco Dip,"[""1 large can refried beans"", ""1 pkg. taco seasoning"", ""1 pkg. shredded cheese"", ""1 c. black olives, chopped"", ""1 c. green onions (optional)"", ""lettuce"", ""1 large tomato"", ""1 large sour cream"", ""1 bag Tostitos""]","[""Mix taco seasoning with beans in rectangular cake pan."", ""Spread evenly."", ""Spread sour cream over top."", ""Spread cheese, olives and onions."", ""Put as much lettuce as you like."", ""Top with tomato."", ""Dip chips and enjoy."", ""(Good with hot sauce, too!)"", ""Preparation time: 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=184500,Gathered,"[""tomato"", ""sour cream"", ""green onions"", ""tostitos"", ""shredded cheese"", ""black olives"", ""taco seasoning"", ""beans""]",www.cookbooks.com,1
185362,Posh Squash,"[""2 lb. squash (mix varieties, zucchini, crookneck and patty pan)"", ""2 eggs"", ""1 c. low-fat mayonnaise"", ""1 Tbsp. minced onion (or 1 small onion chopped fine)"", ""1/4 c. chopped green pepper (optional)"", ""1/4 tsp. thyme"", ""3/4 c. (3 oz.) grated Parmesan cheese"", ""salt and pepper to taste""]","[""Cut squash into chunks and steam until tender."", ""Drain well and set aside."", ""Beat eggs and blend in mayonnaise; add seasonings. Place squash in 2 1/2-quart casserole and pour mix over."", ""Put Parmesan cheese evenly on top."", ""Bake, uncovered, at 375\u00b0"", ""for 25 minutes, or 35 minutes if cold."", ""Serves 8 to 10."", ""Can be made ahead and"", ""reheated nicely.""]",www.cookbooks.com/Recipe-Details.aspx?id=185362,Gathered,"[""low-fat mayonnaise"", ""eggs"", ""parmesan cheese"", ""onion"", ""thyme"", ""varieties"", ""green pepper"", ""salt""]",www.cookbooks.com,3
190307,Spinach Quiche(No Crust),"[""2 pkg. frozen chopped spinach, cooked and drained"", ""4 eggs"", ""1 pt. Ricotta cheese (whole or part skim)"", ""1/4 c. grated Parmesan cheese""]","[""Grease a 10-inch pie plate with margarine."", ""Pour the above mixture into pie dish."", ""Bake at 350\u00b0 for 35 to 45 minutes or until knife inserted in center comes out clean.""]",www.cookbooks.com/Recipe-Details.aspx?id=190307,Gathered,"[""ricotta cheese"", ""eggs"", ""parmesan cheese"", ""spinach""]",www.cookbooks.com,3
191242,Easy Taco Dip,"[""8 oz. cream cheese (can use light)"", ""1 can chili (no beans)"", ""shredded Cheddar cheese""]","[""Spread cream cheese in 9-inch pie plate."", ""Spread chili over cream cheese and sprinkle with Cheddar cheese."", ""Microwave for 5 minutes."", ""Serve with tortilla chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=191242,Gathered,"[""cheddar cheese"", ""chili"", ""cream cheese""]",www.cookbooks.com,1
197529,Cajun Chicken Creole,"[""3 lb. frying chicken"", ""3 Tbsp. oil"", ""1 onion"", ""1 green pepper"", ""1 clove garlic, minced"", ""1/3 c. soy sauce"", ""1 (28 oz.) can diced tomatoes"", ""1/4 tsp. cayenne pepper (optional)""]","[""Brown chicken in 3 tablespoons oil in deep skillet."", ""Remove, add onion, peppers and garlic."", ""Saute until onion is translucent. Add tomatoes, soy sauce and cayenne pepper; bring to a boil, lower heat and add chicken."", ""Cover and simmer about 1 hour."", ""Turn chicken 1/2 way through."", ""Serve over rice.""]",www.cookbooks.com/Recipe-Details.aspx?id=197529,Gathered,"[""oil"", ""tomatoes"", ""soy sauce"", ""cayenne pepper"", ""onion"", ""clove garlic"", ""chicken"", ""green pepper""]",www.cookbooks.com,2
198351,Baked Spaghetti,"[""1 c. chopped onion"", ""1 c. chopped green pepper"", ""1 Tbsp. butter"", ""1 (28 oz.) can tomatoes with liquid, cut up"", ""1 (4 oz.) can mushroom stems and pieces, drained"", ""1 (2 1/4 oz.) can sliced ripe olives, drained"", ""2 tsp. dried oregano"", ""1 lb. ground beef, browned and drained (optional)"", ""12 oz. spaghetti, cooked and drained"", ""2 c. (8 oz.) shredded Cheddar cheese"", ""1 (10 3/4 oz.) can condensed cream of mushroom soup (undiluted)"", ""1/4 c. water"", ""1/4 c. grated Parmesan cheese""]","[""In a large skillet, saute onion and green pepper in butter until tender."", ""Add tomatoes, mushrooms, olives and oregano."", ""Add ground beef if desired."", ""Simmer uncovered for 10 minutes."", ""Place half of the spaghetti in a greased 13 x 9 x 2-inch baking dish. Top with half of the vegetable mixture."", ""Sprinkle with 1 cup Cheddar cheese."", ""Repeat layers.""]",www.cookbooks.com/Recipe-Details.aspx?id=198351,Gathered,"[""mushroom stems"", ""oregano"", ""condensed cream"", ""tomatoes"", ""cheddar cheese"", ""parmesan cheese"", ""onion"", ""water"", ""olives"", ""butter"", ""green pepper"", ""ground beef""]",www.cookbooks.com,3
198776,Mostaccioli Con Formaggio(Baked Macaroni And Cheese),"[""2 c. mostaccioli"", ""3 Tbsp. butter"", ""3/4 c. chopped onion"", ""3/4 c. chopped celery"", ""1 to 2 cloves garlic, minced"", ""2 (6 oz.) cans tomato paste"", ""2 c. water"", ""1 tsp. basil"", ""1 tsp. oregano"", ""1 tsp. salt"", ""1/2 tsp. pepper"", ""2/3 c. grated Parmesan cheese"", ""1 lb. Ricotta""]","[""Cook mostaccioli according to package directions."", ""Melt butter in a large skillet."", ""Add onion, celery and garlic and cook over medium heat until golden."", ""Add tomato paste, water, seasonings and sugar."", ""Cover and cook about 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=198776,Gathered,"[""oregano"", ""tomato paste"", ""pepper"", ""parmesan cheese"", ""onion"", ""water"", ""celery"", ""basil"", ""mostaccioli"", ""ricotta"", ""garlic"", ""butter"", ""salt""]",www.cookbooks.com,3
208395,Corn Relish],"[""1 large can corn"", ""6 onions, chopped"", ""1 stalk celery, chopped"", ""1 pt. white vinegar"", ""3 red sweet peppers, chopped"", ""3 green sweet peppers, chopped"", ""2 c. sugar"", ""1 tsp. turmeric"", ""1 Tbsp. dry mustard"", ""1 Tbsp. celery salt"", ""2 Tbsp. salt""]","[""Combine ingredients and boil uncovered 15 minutes."", ""Thicken with a small amount of flour if the mixture is too thin."", ""Ladle into warm canning jars, leaving 1/8-inch headspace."", ""Seal immediately."", ""Process in boiling water bath 15 minutes."", ""Very good with roast, men love it!""]",www.cookbooks.com/Recipe-Details.aspx?id=208395,Gathered,"[""celery salt"", ""corn"", ""red sweet peppers"", ""sugar"", ""white vinegar"", ""celery"", ""green sweet peppers"", ""onions"", ""turmeric"", ""mustard"", ""salt""]",www.cookbooks.com,4
211729,Easy Coq Au Vin,"[""4 chicken breasts"", ""3/4 c. red wine"", ""1/4 c. soy sauce"", ""1/4 c. salad oil"", ""2 Tbsp. water"", ""1 clove garlic, minced"", ""1 tsp. ginger"", ""1/4 tsp. oregano"", ""1 Tbsp. brown sugar""]","[""Place chicken in covered casserole."", ""Mix liquids and spices and pour over chicken. Bake, covered, for 1 1/2 hours at 350\u00b0. Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=211729,Gathered,"[""oregano"", ""chicken breasts"", ""ginger"", ""soy sauce"", ""salad oil"", ""brown sugar"", ""water"", ""clove garlic"", ""red wine""]",www.cookbooks.com,2
213491,Genoese Pesto,"[""1 lb. fresh basil leaves (about 2 qt.)"", ""5 garlic cloves"", ""3 Tbsp. toasted pine nuts"", ""1 Tbsp. coarse salt"", ""8 oz. Parmesan cheese, grated"", ""1 c. virgin olive oil"", ""1 lb. pasta""]","[""Wash the basil leaves; make sure they are well dried."", ""Put basil in food processor and grind (may have to add it bit by bit). Next, add rest of the ingredients."", ""Process until it looks like creamed spinach (do not puree)."", ""Serve over pasta.""]",www.cookbooks.com/Recipe-Details.aspx?id=213491,Gathered,"[""coarse salt"", ""parmesan cheese"", ""virgin olive oil"", ""nuts"", ""garlic"", ""fresh basil"", ""pasta""]",www.cookbooks.com,3
214775,Lemon Chicken And Zucchini,"[""1 1/2 lb. chicken breasts and thighs"", ""1/4 c. chicken broth"", ""1 Tbsp. cornstarch"", ""2 Tbsp. soy sauce"", ""1 tsp. sugar"", ""2 Tbsp. cooking oil"", ""1 tsp. grated ginger root"", ""3 1/2 c. sliced zucchini"", ""2 Tbsp. lemon juice""]","[""Skin, split and bone chicken breasts."", ""Skin and bone thighs. Cut chicken into 1-inch pieces."", ""Blend chicken broth into cornstarch; stir in soy sauce and sugar."", ""Set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=214775,Gathered,"[""sugar"", ""chicken breasts"", ""soy sauce"", ""lemon juice"", ""cooking oil"", ""cornstarch"", ""ginger root"", ""chicken broth"", ""zucchini""]",www.cookbooks.com,2
216592,"Chicken Divan(With Broccoli Or Asparagus, Cooked Al Dente)","[""2 whole chicken breasts, cooked"", ""2 cans cream of mushroom soup"", ""2 Tbsp. white wine"", ""1 c. mayonnaise"", ""1 tsp. lemon juice"", ""parsley sprigs"", ""1/2 tsp. curry powder"", ""2 pkg. frozen broccoli spears, cooked and drained"", ""1/2 c. bread crumbs"", ""1/2 c. Parmesan cheese, grated""]","[""Layer cooked chicken in bottom of 11 x 8 x 2-inch baking dish. Combine soup, wine, mayonnaise, lemon juice and curry powder. Layer broccoli on top of chicken and pour soup mixture over all.""]",www.cookbooks.com/Recipe-Details.aspx?id=216592,Gathered,"[""chicken breasts"", ""lemon juice"", ""curry powder"", ""cream of mushroom soup"", ""parmesan cheese"", ""parsley sprigs"", ""mayonnaise"", ""white wine"", ""frozen broccoli"", ""bread crumbs""]",www.cookbooks.com,3
217314,Chicken Chili Rellenos,"[""cooked chicken pieces"", ""2 c. shredded Monterey Jack cheese"", ""3 eggs"", ""1 c. biscuit mix"", ""salsa"", ""1 (7 oz.) can whole green chilies"", ""2 c. shredded Cheddar cheese"", ""3 c. milk"", ""salt to taste""]","[""Split chilies, rinse and remove seeds."", ""Arrange on bottom of 11 x 7 x 1 1/2-inch pan."", ""Top with chicken which has been shredded, then cover with cheeses."", ""Beat eggs, milk and biscuit mix."", ""Pour over cheeses."", ""Bake at 325 \u00b0 for 50 to 55 minutes. Serve with salsa."", ""Serves 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=217314,Gathered,"[""green chilies"", ""biscuit mix"", ""eggs"", ""cheddar cheese"", ""salsa"", ""shredded monterey jack cheese"", ""milk"", ""chicken"", ""salt""]",www.cookbooks.com,1
217838,Zippy Buttered Potatoes(Microwave),"[""4 medium potatoes"", ""3 Tbsp. butter or margarine"", ""1/2 tsp. garlic salt"", ""1/2 tsp. paprika"", ""2 Tbsp. Parmesan cheese""]","[""Scrub potatoes."", ""Microwave butter in dish 1/2 to 1 minute on High or until melted."", ""Blend garlic salt, paprika and cheese. Quarter potatoes lengthwise; dip cut edges in butter mixture. Arrange cut side down in dish."", ""Cover with paper towels. Microwave 10 to 12 minutes on High or until potatoes are tender, rearranging once or twice.""]",www.cookbooks.com/Recipe-Details.aspx?id=217838,Gathered,"[""potatoes"", ""garlic salt"", ""parmesan cheese"", ""paprika"", ""butter""]",www.cookbooks.com,3
220516,Taco Soup,"[""2 lb. ground beef"", ""1 medium onion, chopped"", ""1 envelope taco seasoning"", ""1 can pinto beans, drained"", ""1 can whole kernel corn and liquid"", ""1 envelope dry Ranch dressing mix"", ""1 can kidney beans, drained"", ""1 can hominy, drained""]","[""Brown ground beef with onion; drain off grease."", ""Add remaining ingredients; simmer until done or ready to serve."", ""Serve with tortilla chips or cornbread muffins.""]",www.cookbooks.com/Recipe-Details.aspx?id=220516,Gathered,"[""kidney beans"", ""taco"", ""hominy"", ""onion"", ""pinto beans"", ""ground beef"", ""whole kernel corn""]",www.cookbooks.com,1
224920,Cheese Ball,"[""16 oz. cream cheese, softened"", ""1 1/2 lb. Cheddar cheese, grated"", ""1 tsp. lemon juice"", ""2 tsp. grated onion"", ""1 tsp. dry mustard"", ""1 tsp. soy sauce"", ""1/2 tsp. paprika"", ""1/2 tsp. salt"", ""2 Tbsp. parsley""]","[""Combine all ingredients in a large bowl."", ""Mix at low speed until well blended."", ""Chill until firm."", ""Shape into ball and roll in chopped pecans."", ""Wrap in foil and refrigerate overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=224920,Gathered,"[""lemon juice"", ""soy sauce"", ""cheddar cheese"", ""onion"", ""cream cheese"", ""parsley"", ""paprika"", ""dry mustard"", ""salt""]",www.cookbooks.com,2
224997,Cauliflower Salad,"[""lettuce, torn in small pieces"", ""cauliflower, cut up"", ""red cabbage, shredded"", ""bacon bits"", ""mayonnaise"", ""Parmesan cheese""]","[""In oblong pan, layer vegetables."", ""Ice with mayonnaise."", ""Top with bacon bits and Parmesan cheese."", ""Refrigerate and toss before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=224997,Gathered,"[""bacon bits"", ""parmesan cheese"", ""red cabbage"", ""mayonnaise"", ""cauliflower""]",www.cookbooks.com,3
228506,Sweet-N-Sour Chicken,"[""2 c. diced cooked chicken"", ""2 Tbsp. shortening"", ""1/2 c. onion (large chunks)"", ""2 c. carrot chunks"", ""1 1/4 c. water"", ""3 chicken bouillon cubes"", ""1/4 c. packed brown sugar"", ""2 Tbsp. cornstarch"", ""1/4 tsp. ginger"", ""1/4 c. catsup"", ""2 Tbsp. vinegar"", ""1 Tbsp. soy sauce"", ""1 c. green pepper (large chunks)"", ""8 oz. pineapple chunks""]","[""Saute onion in 2 tablespoons shortening."", ""Add carrots, water and bouillon cubes."", ""Simmer 5 minutes."", ""Combine next 6 ingredients."", ""Add to vegetable mixture and cook until clear."", ""Add pepper, pineapple and chicken."", ""Cover and simmer 5 minutes or until heated through."", ""Serve with rice or angel hair noodles. Serves 6 people.""]",www.cookbooks.com/Recipe-Details.aspx?id=228506,Gathered,"[""vinegar"", ""ginger"", ""soy sauce"", ""shortening"", ""carrot chunks"", ""brown sugar"", ""onion"", ""water"", ""catsup"", ""cornstarch"", ""pineapple"", ""chicken"", ""green pepper""]",www.cookbooks.com,2
229737,Chicken Over Rice,"[""1 chopped onion"", ""2 chopped bell peppers"", ""1/2 bunch celery"", ""1 can chicken broth"", ""2 chopped potatoes"", ""little soy sauce and cornstarch""]","[""Boil all ingredients until tender."", ""Serve over rice.""]",www.cookbooks.com/Recipe-Details.aspx?id=229737,Gathered,"[""potatoes"", ""soy sauce"", ""bell peppers"", ""onion"", ""celery"", ""chicken broth""]",www.cookbooks.com,2
230130,Water Chestnuts-Bacon,"[""soy sauce"", ""white sugar"", ""bacon"", ""water chestnuts""]","[""Marinate water chestnuts in soy sauce 1 hour."", ""Cut chestnuts in half."", ""Roll in white sugar."", ""Cut bacon in thirds, wrap chestnuts in bacon, anchor with toothpick.""]",www.cookbooks.com/Recipe-Details.aspx?id=230130,Gathered,"[""white sugar"", ""bacon"", ""water chestnuts"", ""soy sauce""]",www.cookbooks.com,2
231425,"Parsley, Ham And Pasta Salad","[""1 (7 oz.) pkg. elbow macaroni (2 c. uncooked)"", ""2 1/2 c. ham strips"", ""1 c. celery slices"", ""1/2 c. green onion, chopped"", ""1 c. mayonnaise"", ""1/4 c. white wine vinegar"", ""1 c. firmly packed parsley, finely chopped"", ""1/4 c. grated Parmesan cheese"", ""1 small clove garlic, minced"", ""1/4 tsp. salt"", ""1/8 tsp. white pepper""]","[""Prepare macaroni according to package directions."", ""Drain."", ""Add ham strips, celery and green onion."", ""Blend together mayonnaise and vinegar; stir in parsley, cheese, garlic, salt and pepper."", ""Toss dressing with macaroni mixture."", ""Cover; refrigerate 1 to 2 hours to blend flavors."", ""Makes 6 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=231425,Gathered,"[""parmesan cheese"", ""green onion"", ""white pepper"", ""celery"", ""ham strips"", ""clove garlic"", ""mayonnaise"", ""parsley"", ""elbow macaroni"", ""white wine vinegar"", ""salt""]",www.cookbooks.com,3
232454,Easy Taco Dip,"[""1 large pkg. cream cheese"", ""1 can Hormel chili"", ""2 c. shredded Cheddar cheese""]","[""In a glass pie pan, layer all three ingredients, placing cream cheese on the bottom of the pan, chili in the middle, shredded Cheddar cheese on top."", ""Place in microwave on High for about 5 to 6 minutes."", ""Use nacho chips to dip with."", ""Great for parties and snacks.""]",www.cookbooks.com/Recipe-Details.aspx?id=232454,Gathered,"[""cheddar cheese"", ""hormel chili"", ""cream cheese""]",www.cookbooks.com,1
233443,Fat Free Pizza Treats,"[""toasted English muffins"", ""pizza sauce"", ""1 Tbsp. (skim) Mozzarella cheese"", ""Parmesan cheese"", ""grated onion"", ""sliced mushrooms"", ""chopped green pepper""]","[""Top English muffins with pizza sauce and toppings of your choice ending with cheese."", ""Toast in toaster oven until cheese melts.""]",www.cookbooks.com/Recipe-Details.aspx?id=233443,Gathered,"[""pizza sauce"", ""mozzarella cheese"", ""parmesan cheese"", ""onion"", ""mushrooms"", ""muffins"", ""green pepper""]",www.cookbooks.com,3
239356,Zucchini Squares,"[""2 c. zucchini, shredded"", ""1/2 c. onion, chopped"", ""1 clove garlic"", ""1/2 c. grated Parmesan"", ""1/2 c. oil"", ""2 Tbsp. dried parsley"", ""1/2 tsp. salt"", ""1/2 tsp. seasoned salt"", ""1/2 tsp. oregano"", ""2 eggs, slightly beaten""]","[""Mix all together and bake at 350\u00b0 in a greased 9 x 13-inch pan for about 1/2 hour."", ""Top will turn light brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=239356,Gathered,"[""oil"", ""oregano"", ""eggs"", ""onion"", ""clove garlic"", ""parmesan"", ""parsley"", ""zucchini"", ""salt""]",www.cookbooks.com,3
242050,Layered Taco Dip,"[""1 lb. lean ground beef"", ""1 (4 oz.) can chopped green chilies"", ""1 (16 oz.) Borden sour cream"", ""1 pkg. taco seasoning mix"", ""1 (16 oz.) can refried beans"", ""1 (6 oz.) frozen avocado dip, thawed"", ""shredded cheese"", ""chopped tomatoes"", ""sliced green onions"", ""ripe olives""]","[""In skillet, brown meat; pour off fat."", ""Add chilies."", ""In small bowl, combine sour cream and taco seasoning."", ""In 8-inch spring-form pan or on large plate, spread beans."", ""Top with meat mixture, sour cream mixture and avocado dip."", ""Cover; chill."", ""Garnish and serve with tortilla chips."", ""Refrigerate leftovers.""]",www.cookbooks.com/Recipe-Details.aspx?id=242050,Gathered,"[""green chilies"", ""sour cream"", ""tomatoes"", ""green onions"", ""lean ground beef"", ""taco seasoning mix"", ""cheese"", ""beans"", ""olives"", ""avocado""]",www.cookbooks.com,1
244872,Indonesian Marinade(Yields 4 Portions),"[""2 Tbsp. soy sauce"", ""2 Tbsp. lime juice"", ""1 Tbsp. molasses"", ""1 Tbsp. curry powder"", ""1 tsp. instant minced garlic""]","[""Marinate chicken or shrimp for 15 minutes and broil.""]",www.cookbooks.com/Recipe-Details.aspx?id=244872,Gathered,"[""curry powder"", ""soy sauce"", ""molasses"", ""lime juice"", ""garlic""]",www.cookbooks.com,2
247177,Bacon Spinach Roll-Ups,"[""1 stick butter"", ""1/3 c. water"", ""2 c. herb stuffing mix"", ""1/2 c. mild sausage, uncooked"", ""1 c. Parmesan grated cheese"", ""2 pkg. frozen chopped spinach, cooked and well drained"", ""2 eggs, lightly beaten"", ""1 lb. bacon""]","[""Melt butter in the water."", ""Remove from heat."", ""Stir in stuffing and add the rest of the ingredients, except bacon."", ""Chill at least one hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=247177,Gathered,"[""spinach"", ""bacon"", ""eggs"", ""herb stuffing mix"", ""water"", ""cheese"", ""sausage"", ""butter""]",www.cookbooks.com,3
253402,Cream Tacos,"[""1 lb. hamburger"", ""onion"", ""1 doz. corn tortillas"", ""green chili"", ""2 small cans tomato sauce"", ""1 can evaporated milk"", ""Cheddar cheese, grated""]","[""Fry hamburger with onion."", ""Layer corn tortillas (cut in 1/4) in pan."", ""Put 1 teaspoon hamburger on each piece, 1 teaspoon green chili on top of hamburger, then 1 teaspoon tomato sauce, top with grated cheese."", ""Repeat layers until all ingredients are gone."", ""Pour can of milk over all."", ""Cover with foil."", ""Bake in oven at 350\u00b0 for 30 to 35 minutes until milk evaporates.""]",www.cookbooks.com/Recipe-Details.aspx?id=253402,Gathered,"[""cheddar cheese"", ""onion"", ""milk"", ""green chili"", ""corn tortillas"", ""hamburger"", ""tomato sauce""]",www.cookbooks.com,1
254842,Boxcar Barbecue,"[""1 (6 lb.) pork shoulder roast"", ""1 (28 oz.) can whole tomatoes, cut up"", ""1/2 c. vinegar"", ""1 (5 oz.) bottle soy sauce (2/3 c.)"", ""1 (5 oz.) bottle Worcestershire sauce"", ""1/2 c. packed brown sugar"", ""4 medium onions, chopped (2 c.)""]","[""Place pork in shallow roasting pan."", ""Combine undrained tomatoes with rest of ingredients."", ""Pour over meat."", ""Bake, covered, in a 350\u00b0 oven for 4 to 5 hours, until meat is tender. Uncover."", ""Bake 1 hour more.""]",www.cookbooks.com/Recipe-Details.aspx?id=254842,Gathered,"[""vinegar"", ""tomatoes"", ""soy sauce"", ""brown sugar"", ""pork shoulder roast"", ""onions"", ""worcestershire sauce""]",www.cookbooks.com,2
